序号,提交答卷时间,所用时间,来源,来源详情,来自IP,Your Staff ID 员工号:,How is your physical condition today (今天身体感觉如何)？,Your Work Status Today 您今天的工作状态：,Your working hours today 您今天的工作小时数,Your Plan for Tomorrow 您明天的工作计划：,Your planned working hours tomorrow 您明天计划的工作小时数,"Anything(feeling, suggestion, difficulties) you would like say or draw attention to leadership team today (Optional) 你今天希望跟管理层沟通的内容（情绪、建议、遇到的困难等等，可以是任何内容），可选填"
2277,2020/2/17 9:34:07,18秒,微信,N/A,120.35.50.164(福建-福州),44017476,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2278,2020/2/17 9:34:27,58秒,微信,N/A,112.96.115.130(广东-广州),45020652,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2279,2020/2/17 9:34:33,23秒,微信,N/A,61.142.233.143(广东-佛山),43833909,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2280,2020/2/17 9:35:13,19秒,微信,N/A,112.96.67.212(广东-佛山),45018085,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2281,2020/2/17 9:36:13,24秒,微信,N/A,120.230.131.19(广东-广州),43896175,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2282,2020/2/17 9:36:25,23秒,微信,N/A,183.25.131.158(广东-惠州),44112163,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2283,2020/2/17 9:36:49,61秒,微信,N/A,116.22.52.75(广东-广州),44065819,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2284,2020/2/17 9:36:59,23秒,微信,N/A,183.62.57.192(广东-广州),43974384,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2285,2020/2/17 9:37:15,18秒,微信,N/A,113.109.123.222(广东-广州),43610711,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2286,2020/2/17 9:38:08,29秒,微信,N/A,117.136.41.32(广东-广州),43701247,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2287,2020/2/17 9:39:19,21秒,微信,N/A,121.32.183.225(广东-广州),44078853,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2288,2020/2/17 9:40:31,15秒,微信,N/A,121.8.28.245(广东-广州),45028549,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2289,2020/2/17 9:40:49,20秒,微信,N/A,119.129.75.195(广东-广州),44063807,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2290,2020/2/17 9:41:17,27秒,链接,直接访问,183.67.61.249(重庆-重庆),45086449,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2291,2020/2/17 9:41:54,18秒,微信,N/A,223.73.193.21(广东-广州),44033531,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2292,2020/2/17 9:42:45,31秒,微信,N/A,120.235.14.16(广东-广州),43892834,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2293,2020/2/17 9:42:51,52秒,微信,N/A,47.11.82.26(国外-印度),43883153,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2294,2020/2/17 9:43:13,26秒,微信,N/A,14.24.155.109(广东-广州),43402513,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2295,2020/2/17 9:43:46,28秒,微信,N/A,113.65.129.95(广东-广州),43206205,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2296,2020/2/17 9:47:06,32秒,微信,N/A,116.22.162.12(广东-广州),43743142,Feeling well and healthy,No working - Annual Leave,(跳过),Work from home,8,(空)
2297,2020/2/17 9:49:12,39秒,微信,N/A,219.137.141.5(广东-广州),43812312,Feeling well and healthy,Work from home,8,Work from home,8,na
2298,2020/2/17 9:49:21,149秒,微信,N/A,113.111.11.187(广东-广州),43898724,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2299,2020/2/17 9:50:03,15秒,微信,N/A,116.22.162.255(广东-广州),45071568,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2300,2020/2/17 9:53:10,29秒,微信,N/A,116.23.52.100(广东-广州),44063798,Feeling well and healthy,Work from home,12,Work from home,13,(空)
2301,2020/2/17 9:54:31,39秒,微信,N/A,113.115.23.248(广东-广州),44035459,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2302,2020/2/17 9:54:44,40秒,微信,N/A,223.73.89.59(广东-佛山),43646405,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2303,2020/2/17 9:59:45,22秒,微信,N/A,103.27.26.205(广东-东莞),45048198,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2304,2020/2/17 9:59:48,20秒,微信,N/A,120.235.21.136(广东-广州),43990036,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2305,2020/2/17 10:00:29,17秒,微信,N/A,125.95.96.94(广东-佛山),44083217,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2306,2020/2/17 10:03:54,82秒,微信,N/A,119.129.114.68(广东-广州),43845168,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2307,2020/2/17 10:06:01,62秒,微信,N/A,59.41.207.192(广东-广州),44061627,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2308,2020/2/17 10:07:47,18秒,微信,N/A,45.64.242.120(香港-未知),45038663,Feeling well and healthy,Work from home,9,Work from home,9,(空)
2309,2020/2/17 10:11:24,21秒,微信,N/A,61.140.247.117(广东-广州),45039550,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2310,2020/2/17 10:12:08,41秒,微信,N/A,117.136.40.164(广东-广州),43639221,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2311,2020/2/17 10:14:48,155秒,微信,N/A,45.64.242.120(香港-未知),45038663,Feeling well and healthy,Work from home,9,Work from home,9,(空)
2312,2020/2/17 10:15:06,15秒,微信,N/A,59.42.110.243(广东-广州),44081944,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2313,2020/2/17 10:16:22,17秒,微信,N/A,223.104.63.89(广东-未知),43921020,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2314,2020/2/17 10:19:05,22秒,微信,N/A,223.104.1.102(广东-汕头),43534006,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2315,2020/2/17 10:20:02,24秒,微信,N/A,103.27.26.148(广东-东莞),43581055,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2316,2020/2/17 10:22:44,22秒,微信,N/A,117.136.79.44(广东-广州),43675743,Feeling well and healthy,Work from home,4,Work from home,8,(空)
2317,2020/2/17 10:23:24,17秒,微信,N/A,58.249.112.85(广东-广州),44128899,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2318,2020/2/17 10:24:03,27秒,微信,N/A,112.96.66.165(广东-佛山),43887682,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2319,2020/2/17 10:25:57,76秒,微信,N/A,223.237.251.181(国外-印度),43781654,Feeling well and healthy,Others - please specify〖Working from Bangalore〗,(跳过),Others - please specify〖Working from Bangalore〗,(跳过),(空)
2320,2020/2/17 10:38:20,24秒,微信,N/A,59.42.111.142(广东-广州),44043672,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2321,2020/2/17 10:40:51,33秒,微信,N/A,106.16.147.79(湖南-长沙),45079618,Feeling well and healthy,Others - please specify〖intern〗,(跳过),Others - please specify〖intern〗,(跳过),(空)
2322,2020/2/17 10:42:22,15秒,微信,N/A,120.230.99.169(广东-广州),45057348,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2323,2020/2/17 10:50:30,31秒,微信,N/A,220.198.208.97(广东-广州),43870755,No fever but feel uncomfortable,Work from home,8,Work from home,8,(空)
2324,2020/2/17 10:59:18,21秒,微信,N/A,14.223.183.220(广东-佛山),43870777,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2325,2020/2/17 11:31:05,176秒,微信,N/A,113.70.222.55(广东-佛山),44116444,Feeling well and healthy,Work from home,8,No working - Annual Leave,(跳过),(空)
2326,2020/2/17 11:58:58,41秒,微信,N/A,123.129.116.40(山东-东营),44019771,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2327,2020/2/17 12:07:01,15秒,微信,N/A,110.88.224.40(福建-龙岩),43837194,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2328,2020/2/18 8:53:53,33秒,微信,N/A,112.96.64.160(广东-佛山),43714529,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2329,2020/2/18 8:54:02,28秒,微信,N/A,113.65.138.82(广东-广州),43728642,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2330,2020/2/18 8:54:25,16秒,微信,N/A,120.235.11.70(广东-广州),43728644,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2331,2020/2/18 8:54:50,28秒,微信,N/A,113.68.101.188(广东-广州),43877251,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2332,2020/2/18 8:54:56,32秒,微信,N/A,110.175.251.128(国外-澳大利亚),45036976,Feeling well and healthy,Work from home,10.18,Work from home,10.18,(空)
2333,2020/2/18 8:54:58,27秒,微信,N/A,183.63.97.138(广东-广州),43165040,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2334,2020/2/18 8:54:59,62秒,微信,N/A,112.1.137.14(江苏-泰州),45079629,Feeling well and healthy,Others - please specify〖No working - for intern〗,(跳过),Others - please specify〖No working - for intern〗,(跳过),(空)
2335,2020/2/18 8:55:13,21秒,微信,N/A,117.136.41.38(广东-广州),44050485,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2336,2020/2/18 8:56:10,55秒,微信,N/A,219.136.131.173(广东-广州),43425318,Others - Please specify:〖肠胃炎〗,Work from home,8,Others - please specify〖8〗,(跳过),(空)
2337,2020/2/18 8:56:11,67秒,微信,N/A,183.48.23.147(广东-广州),43431908,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2338,2020/2/18 8:56:26,40秒,微信,N/A,1.129.111.57(国外-澳大利亚),43872298,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2339,2020/2/18 8:57:17,32秒,微信,N/A,120.239.75.191(广东-广州),43227993,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2340,2020/2/18 8:57:34,54秒,微信,N/A,223.73.197.121(广东-广州),43682095,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2341,2020/2/18 8:57:44,23秒,微信,N/A,223.104.63.107(广东-未知),43992018,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2342,2020/2/18 8:58:22,16秒,微信,N/A,59.35.85.134(广东-汕头),45057737,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2343,2020/2/18 8:58:53,45秒,微信,N/A,121.229.166.104(江苏-南京),45065326,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2344,2020/2/18 8:59:15,47秒,微信,N/A,223.176.37.180(国外-印度),43883153,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2345,2020/2/18 8:59:22,18秒,微信,N/A,27.46.132.175(广东-广州),43792531,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2346,2020/2/18 8:59:49,21秒,微信,N/A,120.235.21.136(广东-广州),43990036,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2347,2020/2/18 8:59:59,16秒,微信,N/A,113.66.10.219(广东-广州),45049396,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2348,2020/2/18 9:00:09,28秒,微信,N/A,120.230.115.172(广东-广州),45013281,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2349,2020/2/18 9:00:17,22秒,微信,N/A,183.25.131.158(广东-惠州),44112163,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2350,2020/2/18 9:00:27,25秒,链接,直接访问,183.67.61.249(重庆-重庆),45086449,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2351,2020/2/18 9:00:46,18秒,微信,N/A,120.230.116.152(广东-广州),43988222,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2352,2020/2/18 9:01:24,51秒,微信,N/A,116.199.102.158(广东-广州),45077109,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2353,2020/2/18 9:02:19,29秒,微信,N/A,119.130.215.186(广东-广州),43857457,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2354,2020/2/18 9:02:43,19秒,微信,N/A,125.95.96.94(广东-佛山),44083217,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2355,2020/2/18 9:03:18,29秒,微信,N/A,113.65.137.136(广东-广州),44122501,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2356,2020/2/18 9:03:46,64秒,微信,N/A,106.206.58.249(国外-印度),43781654,Feeling well and healthy,Others - please specify〖Working From HDPI Bangalore〗,(跳过),Others - please specify〖Working From HDPI Bangalore〗,(跳过),(空)
2357,2020/2/18 9:04:01,19秒,微信,N/A,113.111.49.13(广东-广州),44125886,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2358,2020/2/18 9:04:05,85秒,微信,N/A,113.65.209.207(广东-广州),43440174,Feeling well and healthy,Work from home,8,Work from home,8,SAS server for MI folder crashed.
2359,2020/2/18 9:04:17,24秒,微信,N/A,116.23.249.31(广东-广州),43784539,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2360,2020/2/18 9:04:21,30秒,微信,N/A,121.32.152.228(广东-广州),43367643,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2361,2020/2/18 9:04:25,22秒,微信,N/A,103.27.26.229(广东-东莞),43402513,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2362,2020/2/18 9:04:43,30秒,微信,N/A,113.68.238.50(广东-广州),43334347,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2363,2020/2/18 9:05:00,35秒,微信,N/A,223.73.89.59(广东-佛山),43646405,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2364,2020/2/18 9:05:42,46秒,微信,N/A,121.32.70.79(广东-广州),44074215,Feeling well and healthy,Others - please specify〖Maternity leave〗,(跳过),Others - please specify〖Maternity leave〗,(跳过),(空)
2365,2020/2/18 9:05:46,19秒,微信,N/A,14.213.158.179(广东-佛山),43731181,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2366,2020/2/18 9:05:50,21秒,微信,N/A,110.88.224.40(福建-龙岩),43837194,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2367,2020/2/18 9:06:06,17秒,微信,N/A,58.62.135.223(广东-广州),43167031,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2368,2020/2/18 9:06:57,27秒,微信,N/A,183.4.29.42(广东-汕头),45058400,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2369,2020/2/18 9:07:13,15秒,微信,N/A,113.109.39.248(广东-广州),43619329,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2370,2020/2/18 9:07:28,33秒,微信,N/A,113.214.194.112(浙江-杭州),43925352,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2371,2020/2/18 9:07:59,22秒,微信,N/A,116.199.51.84(广东-广州),44000297,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2372,2020/2/18 9:08:01,23秒,微信,N/A,223.74.46.97(广东-潮州),45079710,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Annual Leave,(跳过),(空)
2373,2020/2/18 9:08:10,30秒,微信,N/A,14.25.152.219(广东-广州),43206205,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2374,2020/2/18 9:08:27,18秒,微信,N/A,61.140.246.22(广东-广州),43281397,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2375,2020/2/18 9:08:55,17秒,微信,N/A,219.137.141.170(广东-广州),43864498,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2376,2020/2/18 9:09:07,30秒,微信,N/A,117.136.12.109(广东-佛山),43884690,No fever but feel uncomfortable,Work from home,8,Work from home,8,(空)
2377,2020/2/18 9:09:31,18秒,微信,N/A,113.74.125.125(广东-珠海),45014201,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2378,2020/2/18 9:09:35,19秒,微信,N/A,218.20.8.237(广东-广州),43813579,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2379,2020/2/18 9:10:00,20秒,微信,N/A,113.109.121.41(广东-广州),43820983,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2380,2020/2/18 9:10:17,37秒,微信,N/A,120.227.108.185(湖南-郴州),45079618,Feeling well and healthy,Others - please specify〖intern〗,(跳过),Others - please specify〖intern〗,(跳过),(空)
2381,2020/2/18 9:11:01,28秒,微信,N/A,14.223.179.136(广东-佛山),45053323,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2382,2020/2/18 9:11:07,35秒,微信,N/A,113.103.7.26(广东-广州),43815874,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2383,2020/2/18 9:11:32,16秒,微信,N/A,119.32.73.196(广东-广州),45064974,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2384,2020/2/18 9:11:35,16秒,微信,N/A,223.192.192.154(广东-广州),45062908,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2385,2020/2/18 9:11:34,16秒,微信,N/A,58.63.3.13(广东-广州),45060754,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2386,2020/2/18 9:12:47,18秒,微信,N/A,103.27.26.39(广东-东莞),44020765,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2387,2020/2/18 9:12:52,17秒,微信,N/A,113.109.37.145(广东-广州),43188169,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2388,2020/2/18 9:13:06,17秒,微信,N/A,120.239.64.65(广东-广州),43675743,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2389,2020/2/18 9:13:08,36秒,微信,N/A,120.230.122.91(广东-广州),45083881,Feeling well and healthy,Work from home,9,Work from home,9,(空)
2390,2020/2/18 9:13:10,38秒,微信,N/A,113.69.38.175(广东-佛山),44129177,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2391,2020/2/18 9:13:46,47秒,微信,N/A,117.136.41.33(广东-广州),43798007,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2392,2020/2/18 9:13:54,26秒,微信,N/A,120.230.116.223(广东-广州),45027222,No fever but feel uncomfortable,Work from home,12,Work from home,12,(空)
2393,2020/2/18 9:14:01,15秒,微信,N/A,223.104.98.95(海南-未知),45057707,Feeling well and healthy,Work from home,9,Work from home,9,(空)
2394,2020/2/18 9:14:40,20秒,微信,N/A,113.78.111.190(广东-东莞),44037652,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2395,2020/2/18 9:15:05,25秒,微信,N/A,120.239.93.48(广东-江门),45067599,Feeling well and healthy,Work from home,10,Work from home,10,(空)
2396,2020/2/18 9:15:51,20秒,微信,N/A,223.73.121.196(广东-广州),44129176,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2397,2020/2/18 9:16:00,20秒,微信,N/A,113.111.49.13(广东-广州),44125886,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2398,2020/2/18 9:16:05,24秒,微信,N/A,218.19.139.182(广东-广州),44062967,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2399,2020/2/18 9:16:17,18秒,微信,N/A,183.200.183.225(山西-大同),43799486,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2400,2020/2/18 9:16:24,24秒,微信,N/A,113.66.107.138(广东-广州),44065819,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2401,2020/2/18 9:17:39,81秒,链接,直接访问,183.160.191.245(安徽-合肥),45079625,Feeling well and healthy,Others - please specify〖No working - for intern only〗,(跳过),Others - please specify〖No working - for intern only〗,(跳过),(空)
2402,2020/2/18 9:17:44,18秒,微信,N/A,58.62.122.68(广东-广州),43594879,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2403,2020/2/18 9:17:45,20秒,微信,N/A,113.119.111.207(广东-广州),43840881,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2404,2020/2/18 9:18:15,17秒,微信,N/A,183.54.193.62(广东-广州),43657984,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2405,2020/2/18 9:18:27,19秒,微信,N/A,116.23.16.55(广东-广州),43910465,Feeling well and healthy,Work from home,7,Work from home,7,(空)
2406,2020/2/18 9:18:43,15秒,微信,N/A,113.100.54.248(广东-清远),45012900,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2407,2020/2/18 9:19:01,25秒,微信,N/A,113.115.5.246(广东-广州),43886085,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2408,2020/2/18 9:19:03,17秒,微信,N/A,120.230.114.56(广东-广州),45057419,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2409,2020/2/18 9:19:15,271秒,微信,N/A,223.73.116.81(广东-广州),43990189,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2410,2020/2/18 9:19:28,28秒,微信,N/A,120.85.147.223(广东-广州),43840876,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2411,2020/2/18 9:19:34,29秒,微信,N/A,120.230.120.108(广东-广州),45015800,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2412,2020/2/18 9:19:46,32秒,微信,N/A,113.65.207.182(广东-广州),45031738,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2413,2020/2/18 9:21:41,36秒,微信,N/A,223.73.58.195(广东-广州),45040583,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2414,2020/2/18 9:21:42,20秒,微信,N/A,121.32.154.18(广东-广州),43685018,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2415,2020/2/18 9:23:29,20秒,微信,N/A,203.219.129.229(国外-澳大利亚),44113038,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2416,2020/2/18 9:24:01,20秒,微信,N/A,113.66.52.241(广东-广州),43993248,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2417,2020/2/18 9:24:16,17秒,微信,N/A,218.20.8.237(广东-广州),43813579,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2418,2020/2/18 9:24:49,26秒,微信,N/A,203.190.109.56(福建-福州),44108136,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2419,2020/2/18 9:25:23,17秒,微信,N/A,113.12.218.172(广西-南宁),43917181,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2420,2020/2/18 9:25:43,19秒,微信,N/A,117.136.31.219(广东-广州),45057903,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2421,2020/2/18 9:26:43,27秒,微信,N/A,223.104.64.219(广东-未知),43896175,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2422,2020/2/18 9:27:20,36秒,微信,N/A,183.6.159.242(广东-广州),43878583,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2423,2020/2/18 9:28:13,21秒,微信,N/A,61.142.232.91(广东-佛山),43833909,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2424,2020/2/18 9:28:18,40秒,微信,N/A,59.41.156.47(广东-广州),45036594,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2425,2020/2/18 9:29:12,98秒,微信,N/A,120.229.84.92(广东-深圳),45058593,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2426,2020/2/18 9:29:30,22秒,微信,N/A,121.32.183.225(广东-广州),44078853,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2427,2020/2/18 9:30:10,51秒,微信,N/A,59.42.87.121(广东-广州),44129170,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2428,2020/2/18 9:30:36,35秒,微信,N/A,103.27.25.79(广东-东莞),43639221,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2429,2020/2/18 9:31:13,20秒,微信,N/A,58.62.31.16(广东-广州),43677051,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2430,2020/2/18 9:31:17,21秒,微信,N/A,113.65.204.218(广东-广州),44113273,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2431,2020/2/18 9:31:34,37秒,微信,N/A,113.65.206.173(广东-广州),44115713,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2432,2020/2/18 9:32:19,30秒,微信,N/A,117.140.63.145(广西-南宁),45044663,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2433,2020/2/18 9:32:41,45秒,微信,N/A,113.109.123.222(广东-广州),43610711,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2434,2020/2/18 9:33:07,20秒,微信,N/A,49.50.215.100(国外-新西兰),44108133,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2435,2020/2/18 9:33:19,19秒,微信,N/A,117.136.41.43(广东-广州),45071071,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2436,2020/2/18 9:34:42,54秒,微信,N/A,116.2.245.90(辽宁-沈阳),43919523,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2437,2020/2/18 9:37:22,30秒,微信,N/A,112.96.103.249(广东-广州),45020652,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2438,2020/2/18 9:37:26,27秒,微信,N/A,116.23.52.100(广东-广州),44063798,Feeling well and healthy,Work from home,10,Work from home,10,(空)
2439,2020/2/18 9:38:52,24秒,微信,N/A,113.119.28.161(广东-广州),45039550,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2440,2020/2/18 9:39:01,59秒,微信,N/A,113.64.80.135(广东-梅州),43228436,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2441,2020/2/18 9:39:51,19秒,微信,N/A,103.27.25.250(广东-东莞),44108139,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2442,2020/2/18 9:40:22,50秒,微信,N/A,113.100.125.50(广东-肇庆),43278955,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2443,2020/2/18 9:41:15,35秒,微信,N/A,112.97.164.77(广东-东莞),43912564,Feeling well and healthy,Others - please specify〖Compensation Leave〗,(跳过),Work from home,8,(空)
2444,2020/2/18 9:42:19,21秒,微信,N/A,116.22.48.219(广东-广州),45028549,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2445,2020/2/18 9:42:27,19秒,微信,N/A,120.230.113.52(广东-广州),43485466,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2446,2020/2/18 9:44:18,28秒,微信,N/A,60.185.36.96(浙江-衢州),43905752,Feeling well and healthy,Work from home,9,Work from home,9,(空)
2447,2020/2/18 9:44:34,21秒,微信,N/A,223.73.193.21(广东-广州),44033531,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2448,2020/2/18 9:46:06,16秒,微信,N/A,112.96.109.204(广东-广州),45018085,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2449,2020/2/18 9:46:56,14秒,微信,N/A,59.42.110.243(广东-广州),44081944,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2450,2020/2/18 9:48:54,12秒,微信,N/A,113.67.10.147(广东-广州),45071568,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2451,2020/2/18 9:48:59,15秒,微信,N/A,119.131.152.0(广东-广州),44084864,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2452,2020/2/18 9:49:40,23秒,微信,N/A,103.27.26.148(广东-东莞),43581055,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2453,2020/2/18 9:51:51,14秒,微信,N/A,121.32.71.113(广东-广州),45060966,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2454,2020/2/18 9:52:05,28秒,微信,N/A,183.62.57.192(广东-广州),43974384,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2455,2020/2/18 9:52:55,20秒,微信,N/A,123.129.116.40(山东-东营),44019771,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2456,2020/2/18 9:54:11,19秒,微信,N/A,113.111.11.127(广东-广州),43898724,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2457,2020/2/18 9:54:45,19秒,微信,N/A,119.129.75.195(广东-广州),44063807,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2458,2020/2/18 9:55:45,15秒,微信,N/A,113.109.120.213(广东-广州),44111913,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2459,2020/2/18 9:56:09,13秒,微信,N/A,120.230.99.169(广东-广州),45057348,Feeling well and healthy,Work from home,8,Work from home,8,(空)
